dictionaryOrder, m71, t100, w2, 1968, 324, 33524, 36316, 472.169, 0.9265, 8248, 32, a2, 101110
genPassword, m49, t100, w2, 1504, 316, 5407, 7463, 110.3469, 0.8367, 398, 63, a4, 111111
dictionaryOrder, m71, t100, w4, 1189, 283, 11797, 13669, 166.1549, 0.9265, 8248, 32, a3, 000111
bubbleSort, m113, t50, w2, 7502, 168, 217552, 225731, 1925.2389, 0.9182, 1900, 41, a4, 010101
genPassword, m49, t100, w2, 1516, 317, 5521, 7417, 112.6735, 0.8367, 398, 63, a3, 111011
factorial, m31, t100, w4, 504, 295, 7038, 7969, 227.0323, 0.9677, 403, 18, a3, 011111
transpose, m149, t50, w4, 3766, 47, 20890, 24792, 140.2013, 0.8993, 903, 40, a4, 101010
squareMatrix, m182, t50, w2, 6993, 160, 55869, 64120, 306.9725, 1.0, 903, 72, a5, 110110
minProd, m181, t50, w4, 4446, 151, 5284, 9965, 29.1934, 0.7845, 1946, 72, a2, 001011
quickSort, m127, t50, w8, 4724, 21, 15005, 20020, 118.1496, 0.9603, 1900, 56, a2, 111111
transpose, m149, t50, w8, 3867, 23, 10122, 14494, 67.9329, 0.9054, 903, 40, a2, 101111
squareMatrix, m182, t50, w4, 4709, 144, 23320, 28595, 128.1319, 1.0, 903, 72, a2, 001111
mergeSort, m226, t50, w4, 6698, 151, 22859, 29801, 101.146, 0.9336, 1900, 129, a3, 000010
transpose, m149, t50, w2, 5813, 161, 62018, 68924, 416.2282, 0.8993, 903, 40, a4, 111110
maxArrSumNeg, m112, t50, w8, 2690, 144, 10129, 13097, 90.4375, 0.9358, 1910, 63, a2, 000111
factorial, m31, t100, w2, 1567, 324, 19506, 21459, 629.2258, 0.9677, 403, 18, a5, 110001
parg, m2509, t52, w8, 440521, 100, 817, 443117, 0.3256, 1.0, 418, 2518, a3, 001111
mergeSort, m226, t50, w4, 6965, 157, 22889, 30111, 101.2788, 0.9336, 1900, 129, a5, 000010
mergeSort, m226, t50, w2, 10597, 163, 68948, 79806, 305.0796, 0.9336, 1900, 129, a5, 001010
longestIncrease, m114, t50, w2, 4824, 9808, 133287, 148619, 1169.1842, 0.9196, 1946, 70, a3, 101110
quickSort, m127, t50, w8, 4783, 20, 15006, 20478, 118.1575, 0.9603, 1900, 56, a3, 101110
huffmanCoding, m314, t50, w4, 17930, 147, 34282, 52534, 109.1783, 0.9013, 1874, 318, a2, 000011
transpose, m149, t50, w2, 5805, 159, 62349, 68395, 418.4497, 0.8993, 903, 40, a3, 000011
dictionaryOrder, m71, t100, w2, 1962, 326, 33657, 36447, 474.0423, 0.9265, 8248, 32, a2, 001110
huffmanCodingEff, m199, t50, w2, 14781, 168, 40531, 56203, 203.6734, 0.849, 1874, 239, a2, 011111
genPassword, m49, t100, w8, 960, 40, 953, 2022, 19.449, 0.8367, 398, 63, a2, 101011
add, m12, t100, w2, 281, 317, 402, 1046, 33.5, 0.9167, 583, 13, a4, 001010
parg, m2509, t52, w8, 434964, 145, 804, 446112, 0.3204, 1.0, 418, 2518, a5, 000110
parg, m2509, t52, w4, 428187, 165, 816, 432750, 0.3252, 1.0, 418, 2518, a5, 001111
huffmanCoding, m314, t50, w4, 18010, 152, 34292, 52636, 109.2102, 0.9013, 1874, 318, a3, 011011
bubbleSort, m113, t50, w2, 3722, 163, 215492, 219863, 1907.0088, 0.9182, 1900, 41, a2, 101111
insertSort, m108, t50, w8, 2329, 22, 6342, 8905, 58.7222, 0.9444, 1900, 40, a2, 111111
transpose, m149, t50, w8, 3838, 22, 10116, 14705, 67.8926, 0.9054, 903, 40, a3, 100110
parg, m2509, t52, w4, 426957, 161, 2556, 445516, 1.0187, 1.0, 418, 2518, a2, 010110
dictionaryOrder, m71, t100, w4, 1173, 102, 11626, 13373, 163.7465, 0.9265, 8248, 32, a3, 111110
anagram, m60, t100, w2, 1598, 320, 8174, 10149, 136.2333, 0.8667, 1370, 37, a5, 100011
transpose, m149, t50, w2, 5808, 159, 62317, 68376, 418.2349, 0.8993, 903, 40, a2, 011010
huffmanCoding, m314, t50, w2, 26801, 163, 72472, 100793, 230.8025, 0.9013, 1874, 318, a5, 000111
dictionaryOrder, m71, t100, w2, 1913, 316, 33670, 36198, 474.2254, 0.9265, 8248, 32, a3, 001111
add, m12, t100, w2, 268, 323, 344, 1084, 28.6667, 0.9167, 583, 13, a2, 010111
parg, m2509, t52, w4, 425501, 55, 2569, 428729, 1.0239, 1.0, 418, 2518, a3, 110010
factorial, m31, t100, w8, 511, 260, 5089, 5952, 164.1613, 0.9677, 403, 18, a3, 001111
parg, m2509, t52, w8, 434011, 130, 818, 446488, 0.326, 1.0, 418, 2518, a2, 001110
huffmanCodingEff, m199, t50, w8, 10256, 139, 6018, 17072, 30.2412, 0.849, 1874, 239, a2, 011111
minProd, m181, t50, w2, 6738, 162, 15884, 23884, 87.7569, 0.8659, 1946, 72, a3, 011110
genPassword, m49, t100, w2, 1489, 328, 5503, 7382, 112.3061, 0.8367, 398, 63, a5, 110011
genPassword, m49, t100, w2, 1452, 315, 5515, 7342, 112.551, 0.8367, 398, 63, a3, 010011
mergeSort, m226, t50, w4, 6749, 148, 22791, 30901, 100.8451, 0.9336, 1900, 129, a2, 010110
huffmanCoding, m314, t50, w8, 18837, 147, 15352, 35368, 48.8917, 0.9279, 1874, 318, a3, 010111
parg, m2509, t52, w8, 437539, 104, 814, 439056, 0.3244, 1.0, 418, 2518, a3, 000010
parg, m2509, t52, w8, 439771, 136, 817, 451156, 0.3256, 1.0, 418, 2518, a3, 000110
factorial, m31, t100, w2, 769, 324, 19620, 20948, 632.9032, 0.9677, 403, 18, a4, 100111
factorial, m31, t100, w2, 1606, 313, 19501, 21480, 629.0645, 0.9677, 403, 18, a2, 101001
parg, m2509, t52, w2, 438179, 173, 8518, 447481, 3.395, 1.0, 418, 2518, a4, 100011
bubbleSort, m113, t50, w2, 7242, 158, 212366, 220244, 1879.3451, 0.9182, 1900, 41, a3, 000101
bubbleSort, m113, t50, w2, 3647, 160, 216128, 220733, 1912.6372, 0.9182, 1900, 41, a3, 110110
anagram, m60, t100, w8, 1019, 40, 5002, 6382, 83.3667, 0.9286, 1370, 37, a3, 101110
primes, m68, t100, w2, 1773, 322, 7144, 9572, 105.0588, 0.8793, 398, 30, a2, 010111
dictionaryOrder, m71, t100, w4, 1209, 93, 11656, 13360, 164.169, 0.9265, 8248, 32, a2, 110111
parg, m2509, t52, w2, 438360, 171, 8701, 457376, 3.4679, 1.0, 418, 2518, a3, 001111
primes, m68, t100, w2, 1778, 315, 7207, 9755, 105.9853, 0.8793, 398, 30, a3, 000110
huffmanCodingEff, m199, t50, w2, 14793, 162, 40510, 56735, 203.5678, 0.849, 1874, 239, a3, 010110
parg, m2509, t52, w2, 430847, 171, 8657, 440265, 3.4504, 1.0, 418, 2518, a5, 110010
dictionaryOrder, m71, t100, w4, 1185, 295, 11634, 13494, 163.8592, 0.9265, 8248, 32, a2, 001111
squareMatrix, m182, t50, w4, 4658, 47, 22982, 27773, 126.2747, 1.0, 903, 72, a5, 110010
parg, m2509, t52, w8, 434065, 21, 1311, 437166, 0.5225, 1.0, 418, 2518, a4, 101111
selectSort, m92, t50, w4, 2006, 156, 15008, 17426, 163.1304, 0.9101, 1900, 45, a3, 001111
squareMatrix, m182, t50, w4, 4705, 50, 23085, 28190, 126.8407, 1.0, 903, 72, a3, 111111
parg, m2509, t52, w2, 427954, 177, 8769, 453957, 3.495, 1.0, 418, 2518, a3, 111110
parg, m2509, t52, w4, 427221, 52, 8365, 436251, 3.334, 1.0, 418, 2518, a4, 100011
add, m12, t100, w2, 272, 317, 420, 1063, 35, 0.9167, 583, 13, a2, 110011
add, m12, t100, w2, 291, 321, 360, 1080, 30, 0.9167, 583, 13, a4, 111111
primes, m68, t100, w2, 1759, 319, 7202, 9582, 105.9118, 0.8793, 398, 30, a3, 001111
longestIncrease, m114, t50, w2, 4957, 9407, 132371, 147465, 1161.1491, 0.9196, 1946, 70, a3, 000110
parg, m2509, t52, w2, 431449, 171, 8470, 440668, 3.3758, 1.0, 418, 2518, a4, 001010
longestIncrease, m114, t50, w4, 3158, 3446, 51433, 58137, 451.1667, 0.9035, 1946, 70, a3, 110011
squareMatrix, m182, t50, w8, 4592, 20, 10447, 15141, 57.4011, 1.0, 903, 72, a3, 110010
selectSort, m92, t50, w2, 3059, 163, 40196, 43768, 436.913, 0.9101, 1900, 45, a2, 110111
mergeSort, m226, t50, w4, 6752, 50, 22817, 29713, 100.9602, 0.9336, 1900, 129, a3, 110010
transpose, m149, t50, w2, 5830, 160, 62433, 68509, 419.0134, 0.8993, 903, 40, a4, 111010
anagram, m60, t100, w2, 1552, 318, 8188, 10115, 136.4667, 0.8667, 1370, 37, a3, 111010
parg, m2509, t52, w2, 429847, 175, 8805, 439427, 3.5094, 1.0, 418, 2518, a2, 110011
longestIncrease, m114, t50, w2, 9870, 9412, 130193, 150191, 1142.0439, 0.9196, 1946, 70, a3, 000100
parg, m2509, t52, w2, 430755, 175, 8521, 440029, 3.3962, 1.0, 418, 2518, a4, 101010
factorial, m31, t100, w2, 1633, 321, 19515, 21533, 629.5161, 0.9677, 403, 18, a4, 100001
anagram, m60, t100, w2, 1591, 314, 8130, 10099, 135.5, 0.8667, 1370, 37, a2, 010010
parg, m2509, t52, w2, 439945, 176, 8674, 449389, 3.4572, 1.0, 418, 2518, a2, 010010
factorial, m31, t100, w2, 759, 327, 19589, 20735, 631.9032, 0.9677, 403, 18, a3, 100011
transpose, m149, t50, w2, 5866, 161, 62007, 68833, 416.1544, 0.8993, 903, 40, a4, 011111
add, m12, t100, w2, 272, 324, 354, 1080, 29.5, 0.9167, 583, 13, a4, 110110
factorial, m31, t100, w2, 795, 316, 19591, 20896, 631.9677, 0.9677, 403, 18, a2, 111111
squareMatrix, m182, t50, w8, 4778, 23, 10348, 15233, 56.8571, 1.0, 903, 72, a3, 101011
mergeSort, m226, t50, w8, 6937, 22, 10563, 17620, 46.7389, 0.9336, 1900, 129, a3, 100010
selectSort, m92, t50, w4, 2050, 151, 15007, 17376, 163.1196, 0.9101, 1900, 45, a2, 000111
bubbleSort, m113, t50, w2, 3721, 167, 214584, 218955, 1898.9735, 0.9182, 1900, 41, a3, 000111
mergeSort, m226, t50, w2, 10242, 162, 69268, 80440, 306.4956, 0.9336, 1900, 129, a4, 010111
longestIncrease, m114, t50, w4, 3221, 3448, 47384, 54144, 415.6491, 0.9035, 1946, 70, a4, 101011
selectSort, m92, t50, w4, 2069, 161, 15009, 17826, 163.1413, 0.9101, 1900, 45, a2, 001110
insertSort, m108, t50, w8, 2352, 22, 6301, 8746, 58.3426, 0.9444, 1900, 40, a2, 110011
factorial, m31, t100, w2, 765, 315, 19545, 20879, 630.4839, 0.9677, 403, 18, a4, 011110
huffmanCoding, m314, t50, w4, 17922, 162, 34302, 52565, 109.242, 0.9013, 1874, 318, a2, 010011
selectSort, m92, t50, w4, 2012, 51, 15008, 17652, 163.1304, 0.9101, 1900, 45, a2, 111110
bubbleSort, m113, t50, w2, 3649, 158, 219360, 223963, 1941.2389, 0.9182, 1900, 41, a4, 110110
maxArrSumNeg, m112, t50, w8, 2685, 20, 10123, 13333, 90.3839, 0.9358, 1910, 63, a3, 110110
huffmanCodingEff, m199, t50, w4, 10005, 149, 13826, 25258, 69.4774, 0.849, 1874, 239, a2, 000110
parg, m2509, t52, w2, 427142, 178, 8701, 453158, 3.4679, 1.0, 418, 2518, a2, 111110
transpose, m149, t50, w2, 5832, 161, 62460, 68536, 419.1946, 0.8993, 903, 40, a5, 111011
squareMatrix, m182, t50, w8, 4937, 130, 10350, 15724, 56.8681, 1.0, 903, 72, a2, 001111
squareMatrix, m182, t50, w8, 4715, 21, 10362, 15185, 56.9341, 1.0, 903, 72, a2, 111011
mergeSort, m226, t50, w2, 10346, 159, 68362, 79587, 302.4867, 0.9336, 1900, 129, a3, 011111
anagram, m60, t100, w2, 1600, 327, 8133, 10116, 135.55, 0.8667, 1370, 37, a2, 101011
anagram, m60, t100, w2, 1605, 319, 7975, 10182, 132.9167, 0.8667, 1370, 37, a4, 011111
genPassword, m49, t100, w2, 1467, 316, 5294, 7143, 108.0408, 0.8367, 398, 63, a5, 011010
longestIncrease, m114, t50, w2, 4888, 9711, 132997, 148143, 1166.6404, 0.9196, 1946, 70, a2, 111111
insertSort, m108, t50, w4, 2395, 50, 12366, 15018, 114.5, 0.9444, 1900, 40, a2, 110111
factorial, m31, t100, w2, 807, 327, 19464, 20655, 627.871, 0.9677, 403, 18, a4, 111011
bubbleSort, m113, t50, w2, 3669, 162, 213586, 217992, 1890.1416, 0.9182, 1900, 41, a2, 010111
selectSort, m92, t50, w4, 2044, 54, 15008, 17291, 163.1304, 0.9101, 1900, 45, a3, 111111
parg, m2509, t52, w4, 425397, 54, 2572, 443946, 1.0251, 1.0, 418, 2518, a2, 110110
huffmanCoding, m314, t50, w8, 18448, 20, 15329, 35336, 48.8185, 0.9279, 1874, 318, a3, 110110
selectSort, m92, t50, w8, 2007, 22, 5891, 8117, 64.0326, 0.9101, 1900, 45, a2, 110111
bubbleSort, m113, t50, w4, 2450, 48, 76921, 80176, 680.7168, 0.9182, 1900, 41, a3, 111110
genPassword, m49, t100, w2, 1492, 309, 5580, 7450, 113.8776, 0.8367, 398, 63, a4, 001011
factorial, m31, t100, w2, 768, 310, 19574, 20715, 631.4194, 0.9677, 403, 18, a5, 100010
primes, m68, t100, w2, 1766, 314, 7185, 9617, 105.6618, 0.8793, 398, 30, a4, 000111
dictionaryOrder, m71, t100, w2, 3562, 320, 33476, 37855, 471.493, 0.9265, 8248, 32, a3, 101100
longestIncrease, m114, t50, w2, 5007, 9456, 130462, 145486, 1144.4035, 0.9196, 1946, 70, a3, 011111
selectSort, m92, t50, w2, 3027, 161, 40041, 43802, 435.2283, 0.9101, 1900, 45, a3, 111110
huffmanCoding, m314, t50, w8, 18479, 115, 15319, 35388, 48.7866, 0.9279, 1874, 318, a3, 001110
factorial, m31, t100, w2, 801, 327, 19903, 21097, 642.0323, 0.9677, 403, 18, a5, 110011
quickSort, m127, t50, w8, 4726, 127, 15006, 20469, 118.1575, 0.9603, 1900, 56, a3, 001110
mergeSort, m226, t50, w8, 6938, 146, 10535, 17709, 46.615, 0.9336, 1900, 129, a2, 000010
parg, m2509, t52, w2, 429252, 181, 8797, 438818, 3.5062, 1.0, 418, 2518, a3, 110011
anagram, m60, t100, w2, 1559, 319, 8179, 10114, 136.3167, 0.8667, 1370, 37, a2, 110010
longestIncrease, m114, t50, w4, 3141, 3467, 48130, 54836, 422.193, 0.9035, 1946, 70, a4, 111010
parg, m2509, t52, w8, 435066, 136, 823, 437750, 0.328, 1.0, 418, 2518, a3, 011111
longestIncrease, m114, t50, w4, 3145, 3474, 47469, 54189, 416.3947, 0.9035, 1946, 70, a2, 111010
bubbleSort, m113, t50, w8, 2445, 141, 60859, 63598, 538.5752, 0.9182, 1900, 41, a4, 010111
parg, m2509, t52, w8, 436893, 21, 812, 449127, 0.3236, 1.0, 418, 2518, a5, 100110
factorial, m31, t100, w4, 529, 102, 7037, 7775, 227, 0.9677, 403, 18, a2, 110111
huffmanCodingEff, m199, t50, w8, 10606, 125, 6052, 17759, 30.4121, 0.849, 1874, 239, a2, 001110
selectSort, m92, t50, w4, 2049, 149, 15008, 17776, 163.1304, 0.9101, 1900, 45, a2, 011110
anagram, m60, t100, w2, 1584, 317, 8147, 10106, 135.7833, 0.8667, 1370, 37, a2, 001011
huffmanCodingEff, m199, t50, w4, 10418, 48, 13746, 25439, 69.0754, 0.849, 1874, 239, a2, 101110
mergeSort, m226, t50, w4, 6828, 49, 22896, 29874, 101.3097, 0.9336, 1900, 129, a5, 101011
squareMatrix, m182, t50, w8, 4733, 142, 10324, 15479, 56.7253, 1.0, 903, 72, a3, 010111
longestIncrease, m114, t50, w4, 3191, 3436, 48950, 55678, 429.386, 0.9035, 1946, 70, a5, 100010
longestIncrease, m114, t50, w4, 3161, 3450, 49863, 56564, 437.3947, 0.9035, 1946, 70, a5, 101010
parg, m2509, t52, w4, 426433, 54, 2638, 429734, 1.0514, 1.0, 418, 2518, a5, 101011
mergeSort, m226, t50, w2, 10284, 154, 68898, 79432, 304.8584, 0.9336, 1900, 129, a4, 000011
insertSort, m108, t50, w8, 2400, 21, 6337, 8893, 58.6759, 0.9444, 1900, 40, a3, 111111
longestIncrease, m114, t50, w4, 3252, 3521, 49018, 55890, 429.9825, 0.9035, 1946, 70, a3, 101011
genPassword, m49, t100, w2, 1449, 320, 5634, 7466, 114.9796, 0.8367, 398, 63, a5, 101011
factorial, m31, t100, w8, 491, 38, 5081, 5714, 163.9032, 0.9677, 403, 18, a2, 101111
squareMatrix, m182, t50, w4, 4657, 48, 23145, 27933, 127.1703, 1.0, 903, 72, a3, 111010
transpose, m149, t50, w4, 3801, 148, 20902, 24936, 140.2819, 0.8993, 903, 40, a4, 011011
primes, m68, t100, w2, 1769, 314, 7205, 9734, 105.9559, 0.8793, 398, 30, a2, 001110
parg, m2509, t52, w2, 430813, 174, 8764, 456819, 3.493, 1.0, 418, 2518, a2, 101110
mergeSort, m226, t50, w8, 6908, 19, 10577, 17594, 46.8009, 0.9336, 1900, 129, a2, 100011
bubbleSort, m113, t50, w4, 2470, 51, 77065, 79815, 681.9912, 0.9182, 1900, 41, a2, 101111
factorial, m31, t100, w2, 1646, 315, 19498, 21523, 628.9677, 0.9677, 403, 18, a5, 101000
minProd, m181, t50, w2, 6682, 161, 15877, 23800, 87.7182, 0.8659, 1946, 72, a3, 101110
longestIncrease, m114, t50, w2, 9979, 9526, 130071, 149996, 1140.9737, 0.9196, 1946, 70, a2, 000101
mergeSort, m226, t50, w2, 10546, 160, 68093, 78893, 301.2965, 0.9336, 1900, 129, a5, 010010
dictionaryOrder, m71, t100, w8, 1152, 41, 5002, 6579, 70.4507, 0.9265, 8248, 32, a3, 111110
bubbleSort, m113, t50, w4, 2473, 49, 77085, 79852, 682.1681, 0.9182, 1900, 41, a2, 110111
dictionaryOrder, m71, t100, w2, 3579, 320, 33510, 37719, 471.9718, 0.9265, 8248, 32, a2, 001101
factorial, m31, t100, w2, 798, 315, 19608, 20783, 632.5161, 0.9677, 403, 18, a5, 100011
factorial, m31, t100, w8, 481, 42, 5084, 5812, 164, 0.9677, 403, 18, a2, 110110
longestIncrease, m114, t50, w2, 4843, 9474, 130348, 145183, 1143.4035, 0.9196, 1946, 70, a2, 000111
transpose, m149, t50, w4, 3786, 148, 20893, 24918, 140.2215, 0.8993, 903, 40, a5, 010010
factorial, m31, t100, w4, 520, 295, 7072, 7944, 228.129, 0.9677, 403, 18, a2, 001011
anagram, m60, t100, w2, 1580, 320, 8165, 10121, 136.0833, 0.8667, 1370, 37, a4, 001011
add, m12, t100, w2, 269, 329, 433, 1084, 36.0833, 0.9167, 583, 13, a4, 011011
factorial, m31, t100, w2, 799, 313, 19516, 20686, 629.5484, 0.9677, 403, 18, a2, 000010
squareMatrix, m182, t50, w8, 4689, 21, 10390, 15182, 57.0879, 1.0, 903, 72, a3, 110011
insertSort, m108, t50, w4, 2371, 146, 12463, 15051, 115.3981, 0.9444, 1900, 40, a4, 011011
transpose, m149, t50, w4, 3753, 50, 20988, 24875, 140.8591, 0.8993, 903, 40, a5, 110011
factorial, m31, t100, w2, 767, 322, 19524, 20876, 629.8065, 0.9677, 403, 18, a4, 010110
mergeSort, m226, t50, w4, 6806, 48, 22830, 29783, 101.0177, 0.9336, 1900, 129, a2, 100010
anagram, m60, t100, w4, 1021, 289, 5002, 6446, 83.3667, 0.9286, 1370, 37, a3, 000111
dictionaryOrder, m71, t100, w2, 1981, 321, 33553, 36366, 472.5775, 0.9265, 8248, 32, a3, 111110
bubbleSort, m113, t50, w2, 7560, 170, 215009, 223533, 1902.7345, 0.9182, 1900, 41, a3, 010100
factorial, m31, t100, w2, 784, 325, 19546, 20716, 630.5161, 0.9677, 403, 18, a2, 110011
mergeSort, m226, t50, w4, 6962, 153, 22866, 30075, 101.177, 0.9336, 1900, 129, a2, 001010
insertSort, m108, t50, w8, 2385, 136, 6371, 9019, 58.9907, 0.9444, 1900, 40, a3, 010111
transpose, m149, t50, w4, 3833, 50, 20874, 24844, 140.094, 0.8993, 903, 40, a3, 100011
mergeSort, m226, t50, w4, 6958, 132, 22912, 30100, 101.3805, 0.9336, 1900, 129, a4, 001011
transpose, m149, t50, w2, 5805, 158, 62241, 68292, 417.7248, 0.8993, 903, 40, a3, 010011
minProd, m181, t50, w2, 6675, 161, 15913, 23298, 87.9171, 0.8659, 1946, 72, a4, 100111
mergeSort, m226, t50, w4, 6665, 51, 22904, 29714, 101.3451, 0.9336, 1900, 129, a4, 101011
factorial, m31, t100, w2, 770, 311, 19494, 20642, 628.8387, 0.9677, 403, 18, a4, 010011
parg, m2509, t52, w8, 436983, 130, 820, 438544, 0.3268, 1.0, 418, 2518, a2, 011010
insertSort, m108, t50, w4, 2339, 150, 12219, 14778, 113.1389, 0.9444, 1900, 40, a5, 011010
transpose, m149, t50, w8, 3819, 21, 10126, 14710, 67.9597, 0.9054, 903, 40, a3, 101110
genPassword, m49, t100, w8, 964, 39, 921, 1991, 18.7959, 0.8367, 398, 63, a2, 100011
maxArrSumNeg, m112, t50, w8, 2733, 21, 10121, 13008, 90.3661, 0.9358, 1910, 63, a3, 100111
parg, m2509, t52, w4, 427756, 172, 8264, 436806, 3.2937, 1.0, 418, 2518, a4, 000011
transpose, m149, t50, w2, 5948, 158, 62529, 68720, 419.6577, 0.8993, 903, 40, a4, 111011
mergeSort, m226, t50, w2, 10396, 160, 68709, 79362, 304.0221, 0.9336, 1900, 129, a3, 001011
parg, m2509, t52, w8, 435274, 21, 818, 436741, 0.326, 1.0, 418, 2518, a2, 101011
dictionaryOrder, m71, t100, w2, 2070, 322, 33599, 36481, 473.2254, 0.9265, 8248, 32, a2, 111110
anagram, m60, t100, w2, 1568, 319, 8246, 10197, 137.4333, 0.8667, 1370, 37, a5, 011010
anagram, m60, t100, w2, 1567, 319, 8167, 10114, 136.1167, 0.8667, 1370, 37, a5, 000010
bubbleSort, m113, t50, w2, 3683, 159, 219068, 223453, 1938.6549, 0.9182, 1900, 41, a4, 000111
factorial, m31, t100, w2, 1620, 321, 19551, 21556, 630.6774, 0.9677, 403, 18, a2, 001001
factorial, m31, t100, w8, 504, 38, 5082, 5716, 163.9355, 0.9677, 403, 18, a2, 100111
transpose, m149, t50, w4, 3695, 52, 20916, 24745, 140.3758, 0.8993, 903, 40, a3, 100010
selectSort, m92, t50, w2, 3123, 163, 40281, 43995, 437.837, 0.9101, 1900, 45, a2, 000111
bubbleSort, m113, t50, w4, 2655, 147, 78330, 81359, 693.1858, 0.9182, 1900, 41, a3, 000111
anagram, m60, t100, w2, 1604, 330, 7961, 9959, 132.6833, 0.8667, 1370, 37, a4, 111011
transpose, m149, t50, w2, 5809, 160, 62279, 68334, 417.9799, 0.8993, 903, 40, a2, 100010
add, m12, t100, w2, 275, 331, 422, 1083, 35.1667, 0.9167, 583, 13, a2, 100010
squareMatrix, m182, t50, w4, 4676, 146, 23132, 28040, 127.0989, 1.0, 903, 72, a5, 000011
factorial, m31, t100, w4, 532, 308, 7043, 7956, 227.1935, 0.9677, 403, 18, a2, 011011
parg, m2509, t52, w8, 434196, 20, 821, 435654, 0.3272, 1.0, 418, 2518, a2, 111011
minProd, m181, t50, w2, 6558, 163, 15853, 23636, 87.5856, 0.8659, 1946, 72, a2, 001110
factorial, m31, t100, w2, 782, 325, 19563, 20732, 631.0645, 0.9677, 403, 18, a3, 010010
anagram, m60, t100, w2, 1630, 316, 8235, 10238, 137.25, 0.8667, 1370, 37, a5, 010011
transpose, m149, t50, w4, 3734, 52, 20933, 24806, 140.4899, 0.8993, 903, 40, a3, 101011
parg, m2509, t52, w8, 432698, 19, 813, 434121, 0.324, 1.0, 418, 2518, a5, 101011
mergeSort, m226, t50, w2, 10666, 144, 68782, 80908, 304.3451, 0.9336, 1900, 129, a3, 001110
transpose, m149, t50, w2, 5837, 158, 62308, 68392, 418.1745, 0.8993, 903, 40, a5, 000011
anagram, m60, t100, w2, 1624, 317, 8296, 10300, 138.2667, 0.8667, 1370, 37, a5, 110011
parg, m2509, t52, w4, 425505, 52, 2583, 444451, 1.0295, 1.0, 418, 2518, a3, 111110
minProd, m181, t50, w2, 6695, 165, 15870, 23326, 87.6796, 0.8659, 1946, 72, a3, 111111
parg, m2509, t52, w8, 436738, 106, 822, 449285, 0.3276, 1.0, 418, 2518, a3, 011110
add, m12, t100, w2, 258, 311, 423, 1043, 35.25, 0.9167, 583, 13, a4, 111010
huffmanCodingEff, m199, t50, w4, 9935, 162, 13714, 25077, 68.9146, 0.849, 1874, 239, a3, 011110
squareMatrix, m182, t50, w4, 4680, 153, 23095, 28278, 126.8956, 1.0, 903, 72, a3, 000111
dictionaryOrder, m71, t100, w4, 1212, 96, 11746, 13531, 165.4366, 0.9265, 8248, 32, a3, 101110
parg, m2509, t52, w2, 438423, 172, 11050, 450255, 4.4041, 1.0, 418, 2518, a4, 010010
parg, m2509, t52, w4, 426987, 54, 2586, 430236, 1.0307, 1.0, 418, 2518, a2, 111010
dictionaryOrder, m71, t100, w8, 1152, 257, 5002, 6792, 70.4507, 0.9265, 8248, 32, a2, 000111
selectSort, m92, t50, w4, 2073, 49, 15009, 17307, 163.1413, 0.9101, 1900, 45, a3, 100111
parg, m2509, t52, w8, 435210, 101, 808, 436716, 0.322, 1.0, 418, 2518, a3, 000011
genPassword, m49, t100, w2, 1480, 311, 5563, 7420, 113.5306, 0.8367, 398, 63, a2, 000011
mergeSort, m226, t50, w2, 10491, 168, 68549, 79306, 303.3142, 0.9336, 1900, 129, a4, 001011
dictionaryOrder, m71, t100, w8, 1170, 39, 5004, 6545, 70.4789, 0.9265, 8248, 32, a2, 110111
mergeSort, m226, t50, w2, 10211, 163, 68129, 78598, 301.4558, 0.9336, 1900, 129, a5, 111010
huffmanCoding, m314, t50, w8, 18987, 20, 15350, 35798, 48.8854, 0.9279, 1874, 318, a3, 111110
dictionaryOrder, m71, t100, w2, 3657, 320, 33545, 37875, 472.4648, 0.9265, 8248, 32, a3, 010101
add, m12, t100, w2, 291, 320, 359, 1085, 29.9167, 0.9167, 583, 13, a3, 111111
mergeSort, m226, t50, w4, 6792, 146, 22915, 29947, 101.3938, 0.9336, 1900, 129, a5, 000010
transpose, m149, t50, w4, 3780, 159, 20854, 24875, 139.9597, 0.8993, 903, 40, a4, 001011
dictionaryOrder, m71, t100, w4, 1180, 99, 11629, 13427, 163.7887, 0.9265, 8248, 32, a2, 100110
quickSort, m127, t50, w8, 4745, 131, 15006, 20062, 118.1575, 0.9603, 1900, 56, a2, 001111
insertSort, m108, t50, w4, 2342, 55, 12380, 14850, 114.6296, 0.9444, 1900, 40, a2, 110011
factorial, m31, t100, w4, 515, 101, 7055, 7729, 227.5806, 0.9677, 403, 18, a3, 101010
squareMatrix, m182, t50, w4, 4670, 48, 23115, 28935, 127.0055, 1.0, 903, 72, a2, 100110
transpose, m149, t50, w2, 5807, 159, 62321, 68371, 418.2617, 0.8993, 903, 40, a2, 011011
parg, m2509, t52, w4, 426206, 173, 2561, 429557, 1.0207, 1.0, 418, 2518, a2, 010011
dictionaryOrder, m71, t100, w2, 1919, 311, 33607, 36105, 473.338, 0.9265, 8248, 32, a2, 101111
squareMatrix, m182, t50, w4, 4691, 147, 23103, 28014, 126.9396, 1.0, 903, 72, a5, 011010
longestIncrease, m114, t50, w8, 3219, 2270, 25000, 30834, 219.2982, 0.9196, 1946, 70, a2, 111111
anagram, m60, t100, w2, 1643, 315, 8134, 10147, 135.5667, 0.8667, 1370, 37, a3, 110010
