insertSort, m36, t50, w8, 787, 23, 2087, 2905, 57.9907, 0.9444, 1900, 40, a3, 111011
insertSort, m216, t50, w4, 4716, 149, 24744, 29892, 114.5556, 0.9444, 1900, 40, a3, 011010
anagram, m120, t100, w2, 3186, 321, 16238, 20190, 135.3167, 0.8667, 1370, 37, a2, 010011
add, m4, t100, w2, 92, 332, 116, 373, 29, 0.9167, 583, 13, a3, 110111
mergeSort, m75, t50, w2, 3404, 157, 22686, 26379, 301.146, 0.9336, 1900, 129, a3, 111111
squareMatrix, m91, t50, w4, 2359, 147, 11700, 14174, 128.5714, 1.0, 903, 72, a4, 011011
factorial, m15, t100, w8, 741, 39, 2543, 3333, 164.0645, 0.9677, 403, 18, a3, 101001
insertSort, m36, t50, w4, 794, 51, 4139, 4972, 114.9815, 0.9444, 1900, 40, a5, 100010
dictionaryOrder, m23, t100, w4, 386, 101, 3873, 4429, 163.6761, 0.9265, 8248, 32, a3, 111111
anagram, m120, t100, w4, 2064, 104, 10004, 13120, 83.3667, 0.9286, 1370, 37, a2, 101110
huffmanCodingEff, m99, t50, w8, 5285, 127, 3011, 8841, 30.2663, 0.849, 1874, 239, a2, 011110
quickSort, m254, t50, w2, 26510, 165, 173774, 202318, 684.1496, 0.9603, 1900, 56, a3, 101100
longestIncrease, m57, t50, w2, 4976, 10170, 66956, 77229, 1174.6667, 0.9196, 1946, 70, a3, 110101
factorial, m62, t100, w4, 3102, 296, 14088, 18326, 227.2258, 0.9677, 403, 18, a2, 011100
squareMatrix, m60, t50, w8, 1568, 20, 3439, 5110, 56.6978, 1.0, 903, 72, a3, 101111
parg, m836, t52, w2, 145963, 178, 2860, 149080, 3.4201, 1.0, 418, 2518, a5, 010010
insertSort, m54, t50, w8, 1195, 20, 3146, 4448, 58.2593, 0.9444, 1900, 40, a2, 100111
anagram, m30, t100, w4, 516, 104, 2501, 3280, 83.3667, 0.9286, 1370, 37, a2, 101110
parg, m1254, t52, w4, 213736, 172, 1384, 217008, 1.1036, 1.0, 418, 2518, a4, 011111
huffmanCodingEff, m99, t50, w4, 5002, 149, 6913, 12629, 69.4774, 0.849, 1874, 239, a2, 000110
factorial, m15, t100, w2, 398, 319, 9796, 10445, 632, 0.9677, 403, 18, a4, 011111
transpose, m74, t50, w2, 5912, 155, 30990, 37024, 415.9732, 0.8993, 903, 40, a3, 001000
squareMatrix, m60, t50, w2, 4704, 158, 18523, 23647, 305.3297, 1.0, 903, 72, a5, 101100
factorial, m62, t100, w4, 1014, 310, 14074, 16020, 227, 0.9677, 403, 18, a3, 010111
mergeSort, m452, t50, w8, 14484, 135, 21092, 36054, 46.6637, 0.9336, 1900, 129, a2, 000010
transpose, m74, t50, w2, 2974, 158, 31264, 34360, 419.6577, 0.8993, 903, 40, a4, 111011
genPassword, m16, t100, w4, 333, 99, 687, 1095, 42.0612, 0.8367, 398, 63, a3, 101111
parg, m5018, t52, w4, 850394, 53, 5736, 889178, 1.1431, 1.0, 418, 2518, a4, 111110
anagram, m20, t100, w8, 342, 39, 1667, 2141, 83.3667, 0.9286, 1370, 37, a3, 111110
genPassword, m98, t100, w8, 1920, 40, 1906, 4044, 19.449, 0.8367, 398, 63, a2, 101011
factorial, m62, t100, w2, 1568, 316, 39138, 41464, 631.2581, 0.9677, 403, 18, a4, 011011
factorial, m10, t100, w2, 263, 318, 6516, 6969, 630.6129, 0.9677, 403, 18, a4, 000110
transpose, m298, t50, w2, 24016, 160, 124026, 148540, 416.1946, 0.8993, 903, 40, a4, 100000
factorial, m62, t100, w2, 3188, 330, 39214, 43190, 632.4839, 0.9677, 403, 18, a2, 111000
genPassword, m24, t100, w2, 749, 321, 2733, 3676, 111.5714, 0.8367, 398, 63, a4, 110011
longestIncrease, m228, t50, w2, 19770, 9561, 263976, 303746, 1157.7895, 0.9196, 1946, 70, a3, 111101
massive, m16, t60, w2, 45, 108138, 50, 36158, 3.0612, 1.0, 169, 13, a4, 000000
mergeSort, m113, t50, w2, 11046, 164, 34132, 45308, 302.0531, 0.9336, 1900, 129, a3, 111000
squareMatrix, m364, t50, w4, 9410, 50, 46170, 56380, 126.8407, 1.0, 903, 72, a3, 111111
maxArrSumNeg, m37, t50, w8, 892, 19, 3707, 4775, 99.3125, 0.9358, 1910, 63, a2, 110110
dictionaryOrder, m142, t100, w2, 7206, 319, 67238, 75678, 473.507, 0.9265, 8248, 32, a2, 110101
mergeSort, m113, t50, w2, 10092, 159, 34057, 44898, 301.3894, 0.9336, 1900, 129, a2, 110100
squareMatrix, m60, t50, w4, 1599, 150, 7652, 9658, 126.1429, 1.0, 903, 72, a5, 001110
parg, m836, t52, w4, 142868, 54, 860, 144945, 1.0291, 1.0, 418, 2518, a3, 100111
parg, m836, t52, w8, 144989, 24, 274, 145856, 0.328, 1.0, 418, 2518, a3, 110111
maxArrSumNeg, m56, t50, w4, 1329, 50, 10510, 12204, 187.6875, 0.9358, 1910, 63, a2, 111110
huffmanCodingEff, m66, t50, w8, 3411, 146, 2001, 5710, 30.1658, 0.849, 1874, 239, a2, 000111
parg, m836, t52, w8, 147992, 106, 272, 148500, 0.3252, 1.0, 418, 2518, a3, 010010
transpose, m74, t50, w4, 1899, 48, 10454, 12421, 140.3289, 0.8993, 903, 40, a2, 111010
bubbleSort, m37, t50, w2, 2463, 167, 71786, 74584, 1905.8407, 0.9182, 1900, 41, a2, 000100
factorial, m10, t100, w4, 173, 297, 2350, 2644, 227.4516, 0.9677, 403, 18, a2, 010011
genPassword, m98, t100, w4, 1974, 101, 3994, 6904, 40.7551, 0.8367, 398, 63, a3, 101110
transpose, m298, t50, w2, 23472, 164, 124032, 148010, 416.2148, 0.8993, 903, 40, a3, 100001
huffmanCodingEff, m99, t50, w2, 7672, 160, 20370, 28447, 204.7236, 0.849, 1874, 239, a4, 110111
longestIncrease, m57, t50, w4, 1574, 3461, 23897, 27248, 419.2544, 0.9035, 1946, 70, a5, 110011
anagram, m20, t100, w2, 539, 322, 2705, 3373, 135.25, 0.8667, 1370, 37, a2, 011011
squareMatrix, m60, t50, w4, 1629, 136, 7590, 9293, 125.1099, 1.0, 903, 72, a5, 010010
factorial, m15, t100, w2, 392, 324, 9768, 10353, 630.1935, 0.9677, 403, 18, a5, 111010
dictionaryOrder, m23, t100, w2, 646, 316, 11176, 12036, 472.2394, 0.9265, 8248, 32, a3, 111111
primes, m136, t100, w2, 3546, 320, 14318, 19400, 105.2794, 0.8793, 398, 30, a4, 110110
insertSort, m36, t50, w4, 803, 147, 4117, 4993, 114.3704, 0.9444, 1900, 40, a3, 001010
transpose, m49, t50, w2, 3942, 158, 20671, 24695, 416.2081, 0.8993, 903, 40, a2, 000001
bubbleSort, m56, t50, w4, 1235, 51, 38532, 39907, 681.9912, 0.9182, 1900, 41, a2, 101111
longestIncrease, m38, t50, w8, 1083, 2297, 8183, 10228, 215.3509, 0.9196, 1946, 70, a2, 100110
huffmanCoding, m104, t50, w8, 6487, 21, 5129, 12130, 49.0064, 0.9279, 1874, 318, a3, 100110
longestIncrease, m57, t50, w4, 1599, 10217, 25713, 32469, 451.114, 0.9035, 1946, 70, a3, 001011
massive, m98, t60, w8, 1252, 19141, 103908, 143538, 1060.2857, 1.0, 169, 13, a5, 111010
genPassword, m16, t100, w4, 315, 101, 695, 1065, 42.5918, 0.8367, 398, 63, a2, 100010
transpose, m74, t50, w8, 1931, 19, 5060, 7344, 67.9195, 0.9054, 903, 40, a3, 110110
squareMatrix, m91, t50, w2, 7057, 158, 27785, 35471, 305.3297, 1.0, 903, 72, a5, 101100
factorial, m15, t100, w2, 391, 317, 9777, 10458, 630.7742, 0.9677, 403, 18, a2, 010110
mergeSort, m113, t50, w2, 5211, 156, 34317, 40251, 303.6947, 0.9336, 1900, 129, a4, 001110
mergeSort, m75, t50, w2, 6720, 161, 22916, 30133, 304.1947, 0.9336, 1900, 129, a4, 110100
parg, m5018, t52, w4, 854946, 172, 5538, 868032, 1.1036, 1.0, 418, 2518, a4, 011111
mergeSort, m75, t50, w2, 6823, 161, 22729, 29637, 301.7124, 0.9336, 1900, 129, a5, 001000
huffmanCodingEff, m398, t50, w8, 20422, 136, 12070, 34666, 30.3266, 0.849, 1874, 239, a3, 000110
longestIncrease, m38, t50, w2, 3294, 9481, 44103, 50691, 1160.614, 0.9196, 1946, 70, a3, 010101
mergeSort, m113, t50, w2, 5192, 160, 34353, 39671, 304.0133, 0.9336, 1900, 129, a5, 011010
factorial, m62, t100, w2, 1572, 314, 39950, 42276, 644.3548, 0.9677, 403, 18, a5, 010011
factorial, m15, t100, w2, 392, 320, 9755, 10444, 629.3548, 0.9677, 403, 18, a2, 110110
minProd, m362, t50, w4, 8774, 146, 10698, 19928, 29.5525, 0.7845, 1946, 72, a3, 011010
genPassword, m24, t100, w2, 737, 308, 2770, 3790, 113.0612, 0.8367, 398, 63, a2, 000111
mergeSort, m452, t50, w8, 13926, 22, 21072, 36978, 46.6195, 0.9336, 1900, 129, a2, 100110
mergeSort, m113, t50, w8, 3575, 141, 5304, 9002, 46.9425, 0.9336, 1900, 129, a2, 001011
massive, m24, t60, w8, 314, 19158, 25784, 35800, 1052.4286, 1.0, 169, 13, a5, 110110
parg, m1254, t52, w8, 232410, 97, 771, 239062, 0.6146, 1.0, 418, 2518, a4, 001110
squareMatrix, m364, t50, w4, 9548, 146, 46870, 56880, 128.7637, 1.0, 903, 72, a4, 001010
squareMatrix, m364, t50, w4, 9532, 155, 46366, 56364, 127.3791, 1.0, 903, 72, a3, 000010
squareMatrix, m60, t50, w4, 1556, 53, 7758, 9360, 127.8846, 1.0, 903, 72, a5, 110011
anagram, m20, t100, w2, 1078, 322, 2714, 3919, 135.7, 0.8667, 1370, 37, a5, 101001
selectSort, m46, t50, w8, 1024, 147, 2960, 4151, 64.3587, 0.9101, 1900, 45, a2, 011111
factorial, m15, t100, w2, 801, 323, 9742, 10735, 628.5484, 0.9677, 403, 18, a4, 110000
mergeSort, m113, t50, w4, 3500, 149, 11549, 15328, 102.208, 0.9336, 1900, 129, a3, 000111
insertSort, m216, t50, w4, 4720, 53, 24648, 29624, 114.1111, 0.9444, 1900, 40, a2, 111010
squareMatrix, m60, t50, w4, 1627, 143, 7772, 9808, 128.1209, 1.0, 903, 72, a2, 001110
mergeSort, m113, t50, w2, 5298, 163, 34474, 39903, 305.0796, 0.9336, 1900, 129, a5, 001010
selectSort, m46, t50, w8, 1016, 22, 2930, 4066, 63.6957, 0.9101, 1900, 45, a3, 100111
parg, m5018, t52, w8, 873180, 107, 1620, 876240, 0.3228, 1.0, 418, 2518, a5, 001010
longestIncrease, m228, t50, w2, 9742, 9750, 262850, 293670, 1152.8509, 0.9196, 1946, 70, a2, 011111
dictionaryOrder, m23, t100, w2, 646, 318, 11180, 12038, 472.3944, 0.9265, 8248, 32, a2, 110111
squareMatrix, m91, t50, w4, 2349, 52, 11561, 13975, 127.0495, 1.0, 903, 72, a4, 101011
mergeSort, m452, t50, w8, 13998, 22, 21074, 37030, 46.6239, 0.9336, 1900, 129, a3, 101110
factorial, m10, t100, w4, 171, 308, 2345, 2708, 226.9677, 0.9677, 403, 18, a2, 001110
bubbleSort, m56, t50, w4, 1223, 145, 38576, 40282, 682.7611, 0.9182, 1900, 41, a3, 001110
genPassword, m24, t100, w2, 731, 317, 2756, 3680, 112.5102, 0.8367, 398, 63, a2, 010010
bubbleSort, m226, t50, w4, 4960, 50, 154540, 161134, 683.8053, 0.9182, 1900, 41, a3, 101110
factorial, m15, t100, w8, 258, 39, 2638, 2948, 170.1935, 0.9677, 403, 18, a5, 110010
factorial, m10, t100, w4, 516, 302, 2347, 3048, 227.129, 0.9677, 403, 18, a2, 000100
anagram, m20, t100, w8, 332, 45, 1667, 2049, 83.3833, 0.9286, 1370, 37, a2, 101111
add, m4, t100, w2, 92, 333, 146, 383, 36.5, 0.9167, 583, 13, a2, 101010
mergeSort, m75, t50, w8, 2339, 129, 3515, 6220, 46.6637, 0.9336, 1900, 129, a3, 011110
parg, m1254, t52, w2, 215286, 174, 4264, 219932, 3.399, 1.0, 418, 2518, a4, 111011
genPassword, m16, t100, w4, 328, 294, 613, 1058, 37.5306, 0.8367, 398, 63, a4, 011010
parg, m5018, t52, w2, 1031268, 174, 16878, 1049652, 3.3635, 1.0, 418, 2518, a4, 001001
anagram, m20, t100, w4, 343, 291, 1667, 2165, 83.3833, 0.9286, 1370, 37, a3, 001111
add, m24, t100, w2, 654, 325, 848, 2374, 35.3333, 0.9167, 583, 13, a4, 101010
mergeSort, m75, t50, w4, 2283, 154, 7676, 10042, 101.8938, 0.9336, 1900, 129, a2, 000010
mergeSort, m75, t50, w4, 2251, 47, 7627, 10311, 101.2478, 0.9336, 1900, 129, a2, 110110
factorial, m15, t100, w4, 249, 98, 3534, 3865, 228.0323, 0.9677, 403, 18, a2, 111010
transpose, m74, t50, w4, 1904, 51, 10454, 12427, 140.3289, 0.8993, 903, 40, a2, 110010
squareMatrix, m364, t50, w8, 9364, 21, 20816, 30382, 57.1868, 1.0, 903, 72, a3, 101010
add, m6, t100, w2, 132, 324, 175, 536, 29.25, 0.9167, 583, 13, a2, 100110
bubbleSort, m226, t50, w4, 4958, 147, 153722, 159440, 680.1858, 0.9182, 1900, 41, a2, 011111
longestIncrease, m228, t50, w4, 19876, 3466, 99300, 126294, 435.5263, 0.9035, 1946, 70, a5, 101000
add, m6, t100, w2, 139, 316, 192, 518, 32.0833, 0.9167, 583, 13, a3, 100011
primes, m136, t100, w2, 7262, 320, 13738, 22148, 101.0147, 0.8793, 398, 30, a4, 110101
factorial, m62, t100, w4, 3202, 305, 14082, 18012, 227.129, 0.9677, 403, 18, a2, 011001
parg, m1254, t52, w4, 213270, 53, 1293, 214894, 1.0307, 1.0, 418, 2518, a2, 100010
transpose, m49, t50, w4, 1257, 52, 6964, 8266, 140.2215, 0.8993, 903, 40, a3, 101010
anagram, m120, t100, w2, 3168, 323, 16220, 20144, 135.1667, 0.8667, 1370, 37, a4, 000011
huffmanCoding, m628, t50, w8, 37456, 136, 30648, 70320, 48.8025, 0.9279, 1874, 318, a3, 001111
parg, m1254, t52, w8, 218446, 21, 406, 224563, 0.3236, 1.0, 418, 2518, a5, 100110
dictionaryOrder, m142, t100, w4, 2424, 96, 23492, 27062, 165.4366, 0.9265, 8248, 32, a3, 101110
bubbleSort, m226, t50, w2, 7434, 162, 432806, 442142, 1915.0708, 0.9182, 1900, 41, a4, 100110
bubbleSort, m37, t50, w2, 2484, 163, 73173, 75981, 1942.6549, 0.9182, 1900, 41, a4, 010100
anagram, m20, t100, w2, 1077, 322, 2702, 3907, 135.1, 0.8667, 1370, 37, a2, 100000
factorial, m10, t100, w4, 171, 282, 2353, 2639, 227.7742, 0.9677, 403, 18, a3, 010010
longestIncrease, m228, t50, w4, 6284, 3430, 102532, 115866, 449.7018, 0.9035, 1946, 70, a2, 111011
add, m24, t100, w2, 586, 317, 796, 2126, 33.1667, 0.9167, 583, 13, a3, 110010
bubbleSort, m226, t50, w2, 14630, 166, 430678, 446662, 1905.6549, 0.9182, 1900, 41, a3, 111101
anagram, m20, t100, w2, 1070, 316, 2698, 3893, 134.9, 0.8667, 1370, 37, a5, 001000
mergeSort, m75, t50, w4, 2278, 49, 7613, 10049, 101.0619, 0.9336, 1900, 129, a2, 111111
parg, m836, t52, w4, 142053, 54, 859, 143139, 1.0279, 1.0, 418, 2518, a2, 110011
longestIncrease, m57, t50, w4, 1570, 3467, 24065, 27418, 422.193, 0.9035, 1946, 70, a4, 111010
squareMatrix, m60, t50, w4, 1540, 144, 7715, 9330, 127.1703, 1.0, 903, 72, a2, 000011
transpose, m49, t50, w2, 3966, 160, 20660, 24709, 415.9732, 0.8993, 903, 40, a2, 100000
transpose, m49, t50, w2, 3896, 159, 20636, 24615, 415.5034, 0.8993, 903, 40, a2, 110000
anagram, m120, t100, w2, 3126, 319, 16340, 20228, 136.1667, 0.8667, 1370, 37, a2, 011010
factorial, m10, t100, w8, 166, 40, 1693, 1944, 163.9032, 0.9677, 403, 18, a3, 111110
longestIncrease, m57, t50, w4, 4890, 3460, 24877, 31547, 436.4474, 0.9035, 1946, 70, a3, 110000
genPassword, m98, t100, w2, 3008, 316, 10814, 14926, 110.3469, 0.8367, 398, 63, a4, 111111
factorial, m10, t100, w2, 545, 321, 6487, 7159, 627.8387, 0.9677, 403, 18, a4, 011000
anagram, m20, t100, w4, 339, 286, 1667, 2148, 83.3833, 0.9286, 1370, 37, a3, 010111
anagram, m30, t100, w2, 1631, 312, 4042, 5862, 134.75, 0.8667, 1370, 37, a4, 001001
factorial, m10, t100, w2, 538, 327, 6521, 7187, 631.0968, 0.9677, 403, 18, a2, 111001
transpose, m298, t50, w8, 7686, 23, 20242, 29408, 67.9262, 0.9054, 903, 40, a2, 101110
genPassword, m24, t100, w2, 745, 313, 2760, 3853, 112.6735, 0.8367, 398, 63, a3, 010110
add, m6, t100, w2, 138, 327, 209, 538, 34.8333, 0.9167, 583, 13, a3, 101011
longestIncrease, m228, t50, w4, 6286, 10226, 98998, 125920, 434.2018, 0.9035, 1946, 70, a2, 000011
maxArrSumNeg, m224, t50, w8, 5334, 146, 20262, 26150, 90.4554, 0.9358, 1910, 63, a2, 010111
longestIncrease, m228, t50, w2, 9776, 9711, 265994, 296286, 1166.6404, 0.9196, 1946, 70, a2, 111111
insertSort, m216, t50, w4, 4740, 147, 24904, 30090, 115.2963, 0.9444, 1900, 40, a5, 001011
minProd, m362, t50, w4, 8898, 152, 10774, 20132, 29.7624, 0.7845, 1946, 72, a5, 011010
selectSort, m46, t50, w4, 1022, 54, 7504, 8645, 163.1304, 0.9101, 1900, 45, a3, 111111
factorial, m10, t100, w2, 256, 311, 6498, 6880, 628.8387, 0.9677, 403, 18, a4, 010011
quickSort, m42, t50, w2, 4447, 157, 29054, 33834, 686.3307, 0.9603, 1900, 56, a4, 110100
mergeSort, m452, t50, w2, 20838, 163, 137162, 158510, 303.4558, 0.9336, 1900, 129, a2, 001010
parg, m836, t52, w8, 148083, 103, 282, 152155, 0.338, 1.0, 418, 2518, a5, 001110
insertSort, m36, t50, w4, 794, 155, 4118, 4989, 114.3981, 0.9444, 1900, 40, a2, 010010
minProd, m362, t50, w2, 13488, 165, 31728, 46622, 87.6464, 0.8659, 1946, 72, a2, 100111
insertSort, m216, t50, w4, 4680, 159, 24708, 29852, 114.3889, 0.9444, 1900, 40, a2, 011010
factorial, m62, t100, w2, 3182, 329, 38970, 43348, 628.5484, 0.9677, 403, 18, a4, 101100
mergeSort, m75, t50, w4, 2278, 136, 7645, 10108, 101.4912, 0.9336, 1900, 129, a3, 011111
add, m6, t100, w2, 136, 321, 172, 530, 28.75, 0.9167, 583, 13, a2, 001110
genPassword, m16, t100, w4, 324, 99, 690, 1070, 42.2653, 0.8367, 398, 63, a3, 110011
bubbleSort, m37, t50, w2, 1238, 166, 72185, 73741, 1916.4159, 0.9182, 1900, 41, a3, 101110
huffmanCoding, m104, t50, w4, 5961, 51, 14218, 20257, 135.8408, 0.9013, 1874, 318, a5, 110010
bubbleSort, m226, t50, w4, 14656, 49, 158258, 174594, 700.2566, 0.9182, 1900, 41, a2, 101100
genPassword, m24, t100, w8, 486, 39, 479, 1021, 19.5714, 0.8367, 398, 63, a5, 100011
huffmanCoding, m104, t50, w8, 6473, 121, 5119, 12137, 48.914, 0.9279, 1874, 318, a3, 011110
huffmanCoding, m628, t50, w8, 36696, 20, 30554, 69238, 48.6529, 0.9279, 1874, 318, a2, 111111
dictionaryOrder, m35, t100, w4, 588, 98, 5849, 6734, 164.7606, 0.9265, 8248, 32, a3, 100110
dictionaryOrder, m35, t100, w2, 1794, 324, 16807, 19024, 473.4507, 0.9265, 8248, 32, a3, 111100
squareMatrix, m91, t50, w4, 2354, 144, 11660, 14297, 128.1319, 1.0, 903, 72, a2, 001111
genPassword, m98, t100, w4, 1956, 98, 4040, 6322, 41.2245, 0.8367, 398, 63, a2, 101010
factorial, m62, t100, w2, 1556, 319, 39100, 41416, 630.6452, 0.9677, 403, 18, a2, 101010
dictionaryOrder, m142, t100, w4, 7026, 99, 23400, 30946, 164.7887, 0.9265, 8248, 32, a2, 110101
primes, m136, t100, w4, 2376, 295, 5038, 8906, 37.0441, 0.8793, 398, 30, a4, 000110
mergeSort, m113, t50, w2, 5231, 160, 34358, 39717, 304.0531, 0.9336, 1900, 129, a2, 001011
factorial, m62, t100, w8, 3036, 40, 10166, 13474, 163.9677, 0.9677, 403, 18, a3, 101101
genPassword, m24, t100, w8, 505, 40, 476, 1051, 19.449, 0.8367, 398, 63, a3, 101111
parg, m836, t52, w4, 141691, 52, 859, 143798, 1.0279, 1.0, 418, 2518, a2, 110111
parg, m1254, t52, w2, 216550, 178, 4284, 221215, 3.4153, 1.0, 418, 2518, a5, 001011
factorial, m62, t100, w2, 1608, 319, 39122, 41870, 631, 0.9677, 403, 18, a2, 111110
transpose, m298, t50, w2, 23800, 160, 123960, 148256, 415.9732, 0.8993, 903, 40, a2, 100000
factorial, m15, t100, w4, 258, 292, 3524, 3961, 227.3548, 0.9677, 403, 18, a2, 000010
massive, m24, t60, w8, 843, 19173, 25777, 36329, 1052.1429, 1.0, 169, 13, a5, 110100
dictionaryOrder, m142, t100, w2, 7156, 323, 67288, 75710, 473.8592, 0.9265, 8248, 32, a4, 110101
mergeSort, m452, t50, w2, 42466, 161, 138472, 183856, 306.354, 0.9336, 1900, 129, a2, 111100
squareMatrix, m91, t50, w4, 2347, 151, 11542, 14526, 126.8407, 1.0, 903, 72, a2, 011110
primes, m34, t100, w4, 571, 100, 1268, 2112, 37.2941, 0.8793, 398, 30, a3, 110110
factorial, m62, t100, w8, 972, 287, 10164, 11964, 163.9355, 0.9677, 403, 18, a2, 001111
huffmanCoding, m104, t50, w4, 5977, 163, 11414, 17511, 109.051, 0.9013, 1874, 318, a3, 010011
mergeSort, m452, t50, w2, 20470, 162, 137022, 160500, 303.146, 0.9336, 1900, 129, a3, 011110
quickSort, m254, t50, w8, 9598, 25, 30014, 40160, 118.1654, 0.9603, 1900, 56, a2, 110111
add, m24, t100, w2, 540, 316, 726, 2206, 30.25, 0.9167, 583, 13, a4, 010111
huffmanCodingEff, m99, t50, w8, 5226, 129, 2999, 8795, 30.1457, 0.849, 1874, 239, a2, 010110
genPassword, m98, t100, w8, 2062, 39, 1834, 4114, 18.7143, 0.8367, 398, 63, a4, 101011
factorial, m15, t100, w2, 394, 321, 9804, 10450, 632.5161, 0.9677, 403, 18, a2, 100111
longestIncrease, m228, t50, w4, 19786, 3450, 95198, 122088, 417.5351, 0.9035, 1946, 70, a4, 111001
factorial, m10, t100, w4, 520, 99, 2344, 2988, 226.9032, 0.9677, 403, 18, a2, 100100
parg, m1254, t52, w8, 218769, 104, 407, 219528, 0.3244, 1.0, 418, 2518, a3, 000010
squareMatrix, m91, t50, w8, 2377, 21, 5175, 7604, 56.8681, 1.0, 903, 72, a2, 110011
longestIncrease, m38, t50, w2, 3278, 9876, 44069, 50772, 1159.7281, 0.9196, 1946, 70, a3, 101101
longestIncrease, m228, t50, w4, 19782, 3442, 98358, 125214, 431.3947, 0.9035, 1946, 70, a2, 111000
transpose, m49, t50, w8, 1253, 148, 3372, 4874, 67.906, 0.9054, 903, 40, a2, 011111
primes, m22, t100, w2, 591, 317, 2401, 3217, 105.9559, 0.8793, 398, 30, a2, 000111
anagram, m120, t100, w2, 3222, 323, 16236, 20214, 135.3, 0.8667, 1370, 37, a2, 110011
bubbleSort, m226, t50, w4, 5026, 146, 155108, 162056, 686.3186, 0.9182, 1900, 41, a2, 000110
parg, m1254, t52, w8, 218076, 127, 410, 224221, 0.3272, 1.0, 418, 2518, a2, 010110
insertSort, m216, t50, w8, 4714, 149, 12706, 18090, 58.8241, 0.9444, 1900, 40, a2, 010111
anagram, m20, t100, w2, 526, 313, 2715, 3363, 135.7833, 0.8667, 1370, 37, a2, 001010
quickSort, m63, t50, w2, 3399, 162, 43547, 47464, 685.7795, 0.9603, 1900, 56, a4, 010110
huffmanCodingEff, m66, t50, w4, 3284, 150, 4574, 8163, 68.9548, 0.849, 1874, 239, a2, 011111
mergeSort, m113, t50, w4, 3413, 153, 11395, 15079, 100.8407, 0.9336, 1900, 129, a2, 001111
mergeSort, m113, t50, w2, 5168, 162, 34340, 39636, 303.8982, 0.9336, 1900, 129, a4, 000010
minProd, m362, t50, w4, 8802, 49, 10602, 19650, 29.2873, 0.7845, 1946, 72, a3, 100011
longestIncrease, m228, t50, w4, 19458, 3463, 102664, 129248, 450.2807, 0.9035, 1946, 70, a2, 101000
transpose, m74, t50, w2, 5963, 158, 30992, 37504, 416, 0.8993, 903, 40, a4, 011100
anagram, m120, t100, w2, 3210, 319, 15950, 20364, 132.9167, 0.8667, 1370, 37, a4, 011111
factorial, m62, t100, w2, 1570, 321, 39254, 41864, 633.129, 0.9677, 403, 18, a3, 100111
squareMatrix, m60, t50, w4, 1574, 48, 7698, 9647, 126.8956, 1.0, 903, 72, a3, 100110
factorial, m10, t100, w4, 517, 299, 2347, 2983, 227.129, 0.9677, 403, 18, a3, 001000
add, m6, t100, w2, 137, 325, 208, 533, 34.6667, 0.9167, 583, 13, a4, 010011
parg, m5018, t52, w2, 875932, 175, 5094, 901650, 1.0151, 1.0, 418, 2518, a5, 010111
genPassword, m24, t100, w2, 745, 316, 2761, 3696, 112.6939, 0.8367, 398, 63, a2, 011010
genPassword, m98, t100, w8, 1920, 292, 1928, 4648, 19.6735, 0.8367, 398, 63, a2, 010111
transpose, m298, t50, w4, 7436, 155, 41824, 49746, 140.349, 0.8993, 903, 40, a3, 000010
mergeSort, m452, t50, w8, 14644, 107, 21152, 38154, 46.7965, 0.9336, 1900, 129, a2, 000110
mergeSort, m75, t50, w2, 6698, 162, 22776, 29557, 302.3451, 0.9336, 1900, 129, a5, 100000
quickSort, m63, t50, w2, 6685, 165, 43440, 50644, 684.0945, 0.9603, 1900, 56, a3, 111100
transpose, m49, t50, w2, 3914, 158, 20664, 24659, 416.0537, 0.8993, 903, 40, a3, 000001
parg, m836, t52, w2, 142380, 178, 2900, 151052, 3.4679, 1.0, 418, 2518, a2, 111110
longestIncrease, m57, t50, w4, 4930, 3525, 25027, 31766, 439.0789, 0.9035, 1946, 70, a5, 110000
mergeSort, m452, t50, w8, 14232, 114, 21200, 35854, 46.9027, 0.9336, 1900, 129, a3, 011011
selectSort, m30, t50, w4, 678, 50, 5002, 5885, 163.1304, 0.9101, 1900, 45, a3, 100110
bubbleSort, m56, t50, w8, 3657, 155, 29796, 33803, 527.3628, 0.9182, 1900, 41, a4, 000100
squareMatrix, m60, t50, w2, 4733, 157, 18532, 23523, 305.478, 1.0, 903, 72, a5, 100101
mergeSort, m113, t50, w4, 3429, 148, 11376, 15537, 100.677, 0.9336, 1900, 129, a3, 010110
huffmanCoding, m104, t50, w8, 6254, 139, 5095, 11912, 48.6783, 0.9279, 1874, 318, a2, 001110
transpose, m49, t50, w4, 1239, 155, 6970, 8291, 140.349, 0.8993, 903, 40, a3, 000010
genPassword, m98, t100, w2, 2926, 313, 11048, 14726, 112.7347, 0.8367, 398, 63, a3, 001010
squareMatrix, m60, t50, w4, 1570, 50, 7696, 9310, 126.8681, 1.0, 903, 72, a3, 111011
factorial, m15, t100, w8, 243, 287, 2541, 2991, 163.9355, 0.9677, 403, 18, a2, 001111
minProd, m362, t50, w4, 8998, 48, 10578, 19826, 29.221, 0.7845, 1946, 72, a2, 100011
transpose, m49, t50, w2, 3989, 161, 20760, 24831, 418, 0.8993, 903, 40, a5, 111001
factorial, m15, t100, w2, 391, 323, 9766, 10457, 630.0968, 0.9677, 403, 18, a3, 010110
maxArrSumNeg, m37, t50, w4, 903, 52, 7782, 8764, 208.4464, 0.9358, 1910, 63, a2, 110111
